"sg"	"sr"	"n"	"pvalue"	"qvalue"	"overlapVector"
"CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS"	119	9	0	0.16371765184905	0.305927662005586	""
"DEFENSE_RESPONSE_TO_BACTERIUM"	119	9	0	0.16371765184905	0.305927662005586	""
"NEGATIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS"	119	9	0	0.16371765184905	0.305927662005586	""
"NUCLEOTIDE_EXCISION_REPAIR"	119	9	0	0.16371765184905	0.305927662005586	""
"REGULATION_OF_ENDOCYTOSIS"	119	9	0	0.16371765184905	0.305927662005586	""
"G1_PHASE"	119	9	0	0.16371765184905	0.305927662005586	""
"MACROMOLECULAR_COMPLEX_DISASSEMBLY"	119	9	0	0.16371765184905	0.305927662005586	""
"MALE_GONAD_DEVELOPMENT"	119	9	0	0.16371765184905	0.305927662005586	""
"CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT"	119	9	0	0.16371765184905	0.305927662005586	""
"BASE_EXCISION_REPAIR"	119	9	0	0.16371765184905	0.305927662005586	""
"STEROID_BIOSYNTHETIC_PROCESS"	119	9	0	0.16371765184905	0.305927662005586	""
"GENE_SILENCING"	119	9	0	0.16371765184905	0.305927662005586	""
"NEGATIVE_REGULATION_OF_CELL_MIGRATION"	119	9	0	0.16371765184905	0.305927662005586	""
"RHO_PROTEIN_SIGNAL_TRANSDUCTION"	119	37	1	0.164053198499904	0.2968067736018	"RHOG"
"I_KAPPAB_KINASE_NF_KAPPAB_CASCADE"	119	112	3	0.17785078506339	0.321065421613341	"APOL3 NLRC3 TNFAIP3"
"HORMONE_SECRETION"	119	10	0	0.180180447453676	0.317286807148948	""
"TUBE_MORPHOGENESIS"	119	10	0	0.180180447453676	0.317286807148948	""
"REGULATION_OF_CYTOKINE_SECRETION"	119	10	0	0.180180447453676	0.317286807148948	""
"REGULATION_OF_LIPID_METABOLIC_PROCESS"	119	10	0	0.180180447453676	0.317286807148948	""
"DEVELOPMENTAL_MATURATION"	119	10	0	0.180180447453676	0.317286807148948	""
"CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS"	119	10	0	0.180180447453676	0.317286807148948	""
"LIPID_TRANSPORT"	119	10	0	0.180180447453676	0.317286807148948	""
"PROTEIN_POLYMERIZATION"	119	10	0	0.180180447453676	0.317286807148948	""
"NEGATIVE_REGULATION_OF_PHOSPHORYLATION"	119	10	0	0.180180447453676	0.317286807148948	""
"AGING"	119	10	0	0.180180447453676	0.317286807148948	""
"ACTIN_FILAMENT_POLYMERIZATION"	119	10	0	0.180180447453676	0.317286807148948	""
"AMINO_ACID_AND_DERIVATIVE_METABOLIC_PROCESS"	119	10	0	0.180180447453676	0.317286807148948	""
"INTERACTION_WITH_HOST"	119	10	0	0.180180447453676	0.317286807148948	""
"REGULATION_OF_RHO_GTPASE_ACTIVITY"	119	10	0	0.180180447453676	0.317286807148948	""
"GLYCOPROTEIN_BIOSYNTHETIC_PROCESS"	119	10	0	0.180180447453676	0.317286807148948	""
"LEARNING_AND_OR_MEMORY"	119	10	0	0.180180447453676	0.317286807148948	""
"PROTEIN_HOMOOLIGOMERIZATION"	119	10	0	0.180180447453676	0.317286807148948	""
"DNA_MODIFICATION"	119	10	0	0.180180447453676	0.317286807148948	""
"MONOVALENT_INORGANIC_CATION_TRANSPORT"	119	10	0	0.180180447453676	0.317286807148948	""
"CELL_MATURATION"	119	10	0	0.180180447453676	0.317286807148948	""
"NEGATIVE_REGULATION_OF_PHOSPHATE_METABOLIC_PROCESS"	119	10	0	0.180180447453676	0.317286807148948	""
"CELL_FATE_COMMITMENT"	119	10	0	0.180180447453676	0.317286807148948	""
"POSITIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS"	119	194	5	0.18170317412266	0.312302330523322	"CCND2 HCLS1 LTB TLR1 TLR8"
"PROTEIN_COMPLEX_ASSEMBLY"	119	76	2	0.18750255422134	0.321600015036602	"IL2RB LPXN"
"POSITIVE_REGULATION_OF_METABOLIC_PROCESS"	119	198	5	0.193645470679571	0.331447123051133	"CCND2 HCLS1 LTB TLR1 TLR8"
"AXON_GUIDANCE"	119	11	0	0.196321831760924	0.326872878310318	""
"PHOSPHOLIPID_BIOSYNTHETIC_PROCESS"	119	11	0	0.196321831760924	0.326872878310318	""
"GLUCOSE_METABOLIC_PROCESS"	119	11	0	0.196321831760924	0.326872878310318	""
"NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS"	119	11	0	0.196321831760924	0.326872878310318	""
"COFACTOR_METABOLIC_PROCESS"	119	11	0	0.196321831760924	0.326872878310318	""
"MUSCLE_CELL_DIFFERENTIATION"	119	11	0	0.196321831760924	0.326872878310318	""
"REGULATION_OF_GENE_SPECIFIC_TRANSCRIPTION"	119	11	0	0.196321831760924	0.326872878310318	""
"MEIOTIC_CELL_CYCLE"	119	11	0	0.196321831760924	0.326872878310318	""
"NEUROPEPTIDE_SIGNALING_PATHWAY"	119	11	0	0.196321831760924	0.326872878310318	""
"CIRCADIAN_RHYTHM"	119	11	0	0.196321831760924	0.326872878310318	""
"ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS"	119	11	0	0.196321831760924	0.326872878310318	""
"CELLULAR_RESPONSE_TO_STIMULUS"	119	11	0	0.196321831760924	0.326872878310318	""
"REGULATION_OF_MITOTIC_CELL_CYCLE"	119	11	0	0.196321831760924	0.326872878310318	""
"POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS"	119	11	0	0.196321831760924	0.326872878310318	""
"APOPTOTIC_MITOCHONDRIAL_CHANGES"	119	11	0	0.196321831760924	0.326872878310318	""
"DIGESTION"	119	11	0	0.196321831760924	0.326872878310318	""
"DOUBLE_STRAND_BREAK_REPAIR"	119	11	0	0.196321831760924	0.326872878310318	""
"ESTABLISHMENT_AND_OR_MAINTENANCE_OF_CELL_POLARITY"	119	11	0	0.196321831760924	0.326872878310318	""
"CDC42_PROTEIN_SIGNAL_TRANSDUCTION"	119	11	0	0.196321831760924	0.326872878310318	""
"REGULATION_OF_NEURON_APOPTOSIS"	119	11	0	0.196321831760924	0.326872878310318	""
"TRANSCRIPTION_FROM_RNA_POLYMERASE_III_PROMOTER"	119	11	0	0.196321831760924	0.326872878310318	""
"DNA_DAMAGE_RESPONSESIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR"	119	11	0	0.196321831760924	0.326872878310318	""
"POSITIVE_REGULATION_OF_MAPKKK_CASCADE"	119	11	0	0.196321831760924	0.326872878310318	""
"POSITIVE_REGULATION_OF_SECRETION"	119	11	0	0.196321831760924	0.326872878310318	""
"REGULATION_OF_RAS_GTPASE_ACTIVITY"	119	11	0	0.196321831760924	0.326872878310318	""
"REGULATION_OF_MEMBRANE_POTENTIAL"	119	11	0	0.196321831760924	0.326872878310318	""
"NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER"	119	79	2	0.202591089734563	0.328364732870362	"IRF8 PRDM1"
"G_PROTEIN_SIGNALING_COUPLED_TO_IP3_SECOND_MESSENGERPHOSPHOLIPASE_C_ACTIVATING"	119	43	1	0.206744573821502	0.334439751770077	"C5AR1"
"VIRAL_GENOME_REPLICATION"	119	12	0	0.212148027693483	0.335934976673941	""
"CHROMATIN_ASSEMBLY"	119	12	0	0.212148027693483	0.335934976673941	""
"NEGATIVE_REGULATION_OF_TRANSPORT"	119	12	0	0.212148027693483	0.335934976673941	""
"PHOTOTRANSDUCTION"	119	12	0	0.212148027693483	0.335934976673941	""
"REGIONALIZATION"	119	12	0	0.212148027693483	0.335934976673941	""
"TUBE_DEVELOPMENT"	119	12	0	0.212148027693483	0.335934976673941	""
"MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS"	119	12	0	0.212148027693483	0.335934976673941	""
"REGULATION_OF_HOMEOSTATIC_PROCESS"	119	12	0	0.212148027693483	0.335934976673941	""
"PROTEIN_RNA_COMPLEX_ASSEMBLY"	119	12	0	0.212148027693483	0.335934976673941	""
"NUCLEAR_EXPORT"	119	12	0	0.212148027693483	0.335934976673941	""
"REGULATION_OF_JNK_CASCADE"	119	12	0	0.212148027693483	0.335934976673941	""
"REGULATION_OF_CATABOLIC_PROCESS"	119	12	0	0.212148027693483	0.335934976673941	""
"EXCRETION"	119	12	0	0.212148027693483	0.335934976673941	""
"REGULATION_OF_CELL_SHAPE"	119	12	0	0.212148027693483	0.335934976673941	""
"EMBRYONIC_MORPHOGENESIS"	119	12	0	0.212148027693483	0.335934976673941	""
"REGULATION_OF_BLOOD_PRESSURE"	119	12	0	0.212148027693483	0.335934976673941	""
"GLAND_DEVELOPMENT"	119	12	0	0.212148027693483	0.335934976673941	""
"ANDROGEN_RECEPTOR_SIGNALING_PATHWAY"	119	12	0	0.212148027693483	0.335934976673941	""
"NOTCH_SIGNALING_PATHWAY"	119	12	0	0.212148027693483	0.335934976673941	""
"REGULATION_OF_PROTEIN_SECRETION"	119	12	0	0.212148027693483	0.335934976673941	""
"CYTOKINE_SECRETION"	119	12	0	0.212148027693483	0.335934976673941	""
"JNK_CASCADE"	119	44	1	0.213981871380566	0.331832789264975	"MAP4K1"
"POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION"	119	121	3	0.214115557639877	0.331417138936019	"APOL3 HCLS1 PTPRC"
"ACTIN_FILAMENT_ORGANIZATION"	119	13	0	0.227665138700513	0.347499980440191	""
"REGULATION_OF_DNA_REPLICATION"	119	13	0	0.227665138700513	0.347499980440191	""
"RESPONSE_TO_NUTRIENT"	119	13	0	0.227665138700513	0.347499980440191	""
"RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS_AND_ASSEMBLY"	119	13	0	0.227665138700513	0.347499980440191	""
"RESPONSE_TO_BACTERIUM"	119	13	0	0.227665138700513	0.347499980440191	""
"NEGATIVE_REGULATION_OF_CELL_ADHESION"	119	13	0	0.227665138700513	0.347499980440191	""
"DNA_DAMAGE_RESPONSESIGNAL_TRANSDUCTION_RESULTING_IN_INDUCTION_OF_APOPTOSIS"	119	13	0	0.227665138700513	0.347499980440191	""
"REGULATION_OF_CELL_MORPHOGENESIS"	119	13	0	0.227665138700513	0.347499980440191	""
"GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS"	119	13	0	0.227665138700513	0.347499980440191	""
"REGULATION_OF_GTPASE_ACTIVITY"	119	13	0	0.227665138700513	0.347499980440191	""
"FATTY_ACID_METABOLIC_PROCESS"	119	13	0	0.227665138700513	0.347499980440191	""
"NUCLEOTIDE_METABOLIC_PROCESS"	119	13	0	0.227665138700513	0.347499980440191	""
"DNA_FRAGMENTATION_DURING_APOPTOSIS"	119	13	0	0.227665138700513	0.347499980440191	""
"G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE"	119	13	0	0.227665138700513	0.347499980440191	""
"SEXUAL_REPRODUCTION"	119	46	1	0.228525180289684	0.343412156173023	"CD4"
"PHOSPHOINOSITIDE_MEDIATED_SIGNALING"	119	46	1	0.228525180289684	0.343412156173023	"C5AR1"
"STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_PATHWAY"	119	46	1	0.228525180289684	0.343412156173023	"MAP4K1"
"PROTEIN_MODIFICATION_PROCESS"	119	343	8	0.231613412211002	0.346789591785983	"BTK CCND2 HCLS1 LCK MAP4K1 PRKCB PTPRC STK10"
"NEGATIVE_REGULATION_OF_CELL_PROLIFERATION"	119	85	2	0.23355611483888	0.349064845547239	"IL1B SIRPG"
"ORGAN_MORPHOGENESIS"	119	86	2	0.238802007390408	0.356259775944098	"FLI1 ITGAX"
"REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY"	119	14	0	0.242879151032021	0.35781303500253	""
"MITOTIC_CELL_CYCLE_CHECKPOINT"	119	14	0	0.242879151032021	0.35781303500253	""
"REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION"	119	14	0	0.242879151032021	0.35781303500253	""
"NUCLEOBASENUCLEOSIDE_AND_NUCLEOTIDE_METABOLIC_PROCESS"	119	14	0	0.242879151032021	0.35781303500253	""
"CELLULAR_PROTEIN_COMPLEX_ASSEMBLY"	119	14	0	0.242879151032021	0.35781303500253	""
"ACTIN_POLYMERIZATION_AND_OR_DEPOLYMERIZATION"	119	14	0	0.242879151032021	0.35781303500253	""
"NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION_AND_BIOGENESIS"	119	14	0	0.242879151032021	0.35781303500253	""
"REGULATION_OF_ANGIOGENESIS"	119	14	0	0.242879151032021	0.35781303500253	""
"SKELETAL_MUSCLE_DEVELOPMENT"	119	14	0	0.242879151032021	0.35781303500253	""
"INACTIVATION_OF_MAPK_ACTIVITY"	119	14	0	0.242879151032021	0.35781303500253	""
"RESPONSE_TO_UV"	119	14	0	0.242879151032021	0.35781303500253	""
"RNA_SPLICING"	119	14	0	0.242879151032021	0.35781303500253	""
"REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS"	119	14	0	0.242879151032021	0.35781303500253	""
"MUSCLE_DEVELOPMENT"	119	48	1	0.2431360621881	0.353769402654643	"CXCL10"
"BIOPOLYMER_MODIFICATION"	119	352	8	0.254652390666385	0.36987363080945	"BTK CCND2 HCLS1 LCK MAP4K1 PRKCB PTPRC STK10"
"PROTEIN_FOLDING"	119	15	0	0.257795935970297	0.371172159119538	""
"RHYTHMIC_PROCESS"	119	15	0	0.257795935970297	0.371172159119538	""
"CHROMOSOME_SEGREGATION"	119	15	0	0.257795935970297	0.371172159119538	""
"MRNA_PROCESSING_GO_0006397"	119	15	0	0.257795935970297	0.371172159119538	""
"BONE_REMODELING"	119	15	0	0.257795935970297	0.371172159119538	""
"REGULATION_OF_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS"	119	15	0	0.257795935970297	0.371172159119538	""
"ER_NUCLEAR_SIGNALING_PATHWAY"	119	15	0	0.257795935970297	0.371172159119538	""
"NEGATIVE_REGULATION_OF_TRANSLATION"	119	15	0	0.257795935970297	0.371172159119538	""
"NEGATIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_ACTIVITY"	119	15	0	0.257795935970297	0.371172159119538	""
"REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_CASCADE"	119	92	2	0.270660266613301	0.386323044906529	"APOL3 TNFAIP3"
"REGULATION_OF_CELL_MIGRATION"	119	16	0	0.272421252019235	0.386164145903555	""
"POSITIVE_REGULATION_OF_TRANSPORT"	119	16	0	0.272421252019235	0.386164145903555	""
"FEEDING_BEHAVIOR"	119	16	0	0.272421252019235	0.386164145903555	""
"TISSUE_REMODELING"	119	16	0	0.272421252019235	0.386164145903555	""
"NEURON_APOPTOSIS"	119	16	0	0.272421252019235	0.386164145903555	""
"DETECTION_OF_EXTERNAL_STIMULUS"	119	16	0	0.272421252019235	0.386164145903555	""
"INDUCTION_OF_APOPTOSIS_BY_INTRACELLULAR_SIGNALS"	119	16	0	0.272421252019235	0.386164145903555	""
"CELLULAR_LOCALIZATION"	119	135	3	0.274016583092233	0.385774199745891	"CCL5 CCL8 CD2"
"GLYCOPROTEIN_METABOLIC_PROCESS"	119	17	0	0.28676074705231	0.398278815350431	""
"GLUTAMATE_SIGNALING_PATHWAY"	119	17	0	0.28676074705231	0.398278815350431	""
"DETECTION_OF_ABIOTIC_STIMULUS"	119	17	0	0.28676074705231	0.398278815350431	""
"DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION"	119	17	0	0.28676074705231	0.398278815350431	""
"MONOCARBOXYLIC_ACID_METABOLIC_PROCESS"	119	17	0	0.28676074705231	0.398278815350431	""
"DNA_CATABOLIC_PROCESS"	119	17	0	0.28676074705231	0.398278815350431	""
"NEGATIVE_REGULATION_OF_DNA_BINDING"	119	17	0	0.28676074705231	0.398278815350431	""
"PROTEIN_SECRETION"	119	17	0	0.28676074705231	0.398278815350431	""
"GENERATION_OF_A_SIGNAL_INVOLVED_IN_CELL_CELL_SIGNALING"	119	17	0	0.28676074705231	0.398278815350431	""
"NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY"	119	17	0	0.28676074705231	0.398278815350431	""
"DNA_RECOMBINATION"	119	17	0	0.28676074705231	0.398278815350431	""
"NEGATIVE_REGULATION_OF_BINDING"	119	17	0	0.28676074705231	0.398278815350431	""
"MRNA_METABOLIC_PROCESS"	119	17	0	0.28676074705231	0.398278815350431	""
"CELL_PROJECTION_BIOGENESIS"	119	17	0	0.28676074705231	0.398278815350431	""
"RESPONSE_TO_ORGANIC_SUBSTANCE"	119	17	0	0.28676074705231	0.398278815350431	""
"SKELETAL_DEVELOPMENT"	119	54	1	0.28711348204135	0.393469472897199	"CMKLR1"
"G_PROTEIN_SIGNALING_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER"	119	97	2	0.297565082359485	0.407116406213226	"CCR1 FPR1"
"ONE_CARBON_COMPOUND_METABOLIC_PROCESS"	119	18	0	0.300819960420005	0.408520933903711	""
"VIRAL_INFECTIOUS_CYCLE"	119	18	0	0.300819960420005	0.408520933903711	""
"BLOOD_COAGULATION"	119	18	0	0.300819960420005	0.408520933903711	""
"REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT"	119	18	0	0.300819960420005	0.408520933903711	""
"DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS"	119	18	0	0.300819960420005	0.408520933903711	""
"DNA_DAMAGE_CHECKPOINT"	119	18	0	0.300819960420005	0.408520933903711	""
"COAGULATION"	119	18	0	0.300819960420005	0.408520933903711	""
"ADENYLATE_CYCLASE_ACTIVATION"	119	18	0	0.300819960420005	0.408520933903711	""
"CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING"	119	99	2	0.308379705752121	0.415707936675654	"CCR1 FPR1"
"NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY"	119	57	1	0.309041164002047	0.415920000492151	"PTPRC"
"INSULIN_RECEPTOR_SIGNALING_PATHWAY"	119	19	0	0.314604325017424	0.419303017995759	""
"FEMALE_PREGNANCY"	119	19	0	0.314604325017424	0.419303017995759	""
"REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS"	119	19	0	0.314604325017424	0.419303017995759	""
"NEGATIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS"	119	19	0	0.314604325017424	0.419303017995759	""
"APOPTOTIC_NUCLEAR_CHANGES"	119	19	0	0.314604325017424	0.419303017995759	""
"DNA_INTEGRITY_CHECKPOINT"	119	19	0	0.314604325017424	0.419303017995759	""
"AXONOGENESIS"	119	19	0	0.314604325017424	0.419303017995759	""
"REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION"	119	19	0	0.314604325017424	0.419303017995759	""
"REGULATION_OF_INTRACELLULAR_TRANSPORT"	119	19	0	0.314604325017424	0.419303017995759	""
"RECEPTOR_MEDIATED_ENDOCYTOSIS"	119	19	0	0.314604325017424	0.419303017995759	""
"NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS"	119	19	0	0.314604325017424	0.419303017995759	""
"REGULATION_OF_APOPTOSIS"	119	237	5	0.322476264651024	0.425328406614061	"BTK CD2 IL2RB LCK PTPRC"
"REGULATION_OF_PROGRAMMED_CELL_DEATH"	119	237	5	0.322476264651024	0.425328406614061	"BTK CD2 IL2RB LCK PTPRC"
"REGULATION_OF_MAPKKK_CASCADE"	119	20	0	0.328119169312855	0.430362980418292	""
"RESPONSE_TO_NUTRIENT_LEVELS"	119	20	0	0.328119169312855	0.430362980418292	""
"STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY"	119	20	0	0.328119169312855	0.430362980418292	""
"PHOSPHOLIPID_METABOLIC_PROCESS"	119	20	0	0.328119169312855	0.430362980418292	""
"DNA_PACKAGING"	119	20	0	0.328119169312855	0.430362980418292	""
"CHROMATIN_REMODELING"	119	21	0	0.341369719338008	0.442466643289641	""
"STEROID_METABOLIC_PROCESS"	119	21	0	0.341369719338008	0.442466643289641	""
"VIRAL_REPRODUCTIVE_PROCESS"	119	21	0	0.341369719338008	0.442466643289641	""
"PROTEIN_AMINO_ACID_AUTOPHOSPHORYLATION"	119	21	0	0.341369719338008	0.442466643289641	""
"EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY"	119	21	0	0.341369719338008	0.442466643289641	""
"EPIDERMIS_DEVELOPMENT"	119	21	0	0.341369719338008	0.442466643289641	""
"INTRACELLULAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY"	119	21	0	0.341369719338008	0.442466643289641	""
"HISTONE_MODIFICATION"	119	21	0	0.341369719338008	0.442466643289641	""
"CHROMATIN_ASSEMBLY_OR_DISASSEMBLY"	119	21	0	0.341369719338008	0.442466643289641	""
"RESPONSE_TO_HYPOXIA"	119	21	0	0.341369719338008	0.442466643289641	""
"G_PROTEIN_SIGNALING_COUPLED_TO_CAMP_NUCLEOTIDE_SECOND_MESSENGER"	119	62	1	0.34526763912331	0.443685050275281	"FPR1"
"CAMP_MEDIATED_SIGNALING"	119	63	1	0.352446098272039	0.452205336041108	"FPR1"
"PROTEIN_OLIGOMERIZATION"	119	22	0	0.35436110064064	0.45080633466234	""
"PROTEIN_AUTOPROCESSING"	119	22	0	0.35436110064064	0.45080633466234	""
"REGULATION_OF_SECRETION"	119	22	0	0.35436110064064	0.45080633466234	""
"PATTERN_SPECIFICATION_PROCESS"	119	22	0	0.35436110064064	0.45080633466234	""
"ALCOHOL_METABOLIC_PROCESS"	119	22	0	0.35436110064064	0.45080633466234	""
"MITOCHONDRION_ORGANIZATION_AND_BIOGENESIS"	119	22	0	0.35436110064064	0.45080633466234	""
"REGULATION_OF_ORGANELLE_ORGANIZATION_AND_BIOGENESIS"	119	22	0	0.35436110064064	0.45080633466234	""
"COVALENT_CHROMATIN_MODIFICATION"	119	22	0	0.35436110064064	0.45080633466234	""
"REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION"	119	22	0	0.35436110064064	0.45080633466234	""
"WOUND_HEALING"	119	22	0	0.35436110064064	0.45080633466234	""
"STRIATED_MUSCLE_DEVELOPMENT"	119	23	0	0.367098340200282	0.459569242284116	""
"RESPONSE_TO_EXTRACELLULAR_STIMULUS"	119	23	0	0.367098340200282	0.459569242284116	""
"CELLULAR_PROTEIN_CATABOLIC_PROCESS"	119	23	0	0.367098340200282	0.459569242284116	""
"REGULATION_OF_MITOSIS"	119	23	0	0.367098340200282	0.459569242284116	""
"NUCLEAR_ORGANIZATION_AND_BIOGENESIS"	119	23	0	0.367098340200282	0.459569242284116	""
"REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY"	119	23	0	0.367098340200282	0.459569242284116	""
"CELL_SUBSTRATE_ADHESION"	119	23	0	0.367098340200282	0.459569242284116	""
"PROTEIN_UBIQUITINATION"	119	23	0	0.367098340200282	0.459569242284116	""
"POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION_AND_BIOGENESIS"	119	23	0	0.367098340200282	0.459569242284116	""
"CELL_MATRIX_ADHESION"	119	23	0	0.367098340200282	0.459569242284116	""
"ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY"	119	23	0	0.367098340200282	0.459569242284116	""
"REGULATION_OF_CELL_CYCLE"	119	112	2	0.378679833471966	0.469790770848679	"CCND2 PTPRC"
"NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_METABOLIC_PROCESS"	119	24	0	0.379586368307754	0.468800529721403	""
"NEURITE_DEVELOPMENT"	119	24	0	0.379586368307754	0.468800529721403	""
"CELLULAR_MORPHOGENESIS_DURING_DIFFERENTIATION"	119	24	0	0.379586368307754	0.468800529721403	""
"VIRAL_REPRODUCTION"	119	24	0	0.379586368307754	0.468800529721403	""
"G_PROTEIN_SIGNALING_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY"	119	24	0	0.379586368307754	0.468800529721403	""
"ACTIN_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS"	119	68	1	0.387905087923616	0.476932485151987	"ELMO1"
"PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION"	119	25	0	0.391830020409144	0.480326548049842	""
"ANGIOGENESIS"	119	25	0	0.391830020409144	0.480326548049842	""
"REGULATION_OF_GENE_EXPRESSION_EPIGENETIC"	119	25	0	0.391830020409144	0.480326548049842	""
"G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY"	119	307	6	0.399320837507831	0.48805880139846	"C3AR1 C5AR1 CCR1 CCR5 FPR1 GPR65"
"HEART_DEVELOPMENT"	119	26	0	0.403834038914918	0.492480535262095	""
"UBIQUITIN_CYCLE"	119	26	0	0.403834038914918	0.492480535262095	""
"REGULATION_OF_SIGNAL_TRANSDUCTION"	119	213	4	0.408540120963384	0.497117403827126	"APOL3 HCLS1 PTPRC TNFAIP3"
"ACTIN_FILAMENT_BASED_PROCESS"	119	71	1	0.408778574763045	0.496309527858002	"ELMO1"
"ANTI_APOPTOSIS"	119	71	1	0.408778574763045	0.496309527858002	"IL2RB"
"MEMBRANE_LIPID_METABOLIC_PROCESS"	119	27	0	0.415603074974826	0.502377343376163	""
"CARBOXYLIC_ACID_METABOLIC_PROCESS"	119	27	0	0.415603074974826	0.502377343376163	""
"NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS"	119	27	0	0.415603074974826	0.502377343376163	""
"ORGANIC_ACID_METABOLIC_PROCESS"	119	27	0	0.415603074974826	0.502377343376163	""
"LIPID_BIOSYNTHETIC_PROCESS"	119	28	0	0.427141690219225	0.51257002826307	""
"RNA_PROCESSING"	119	28	0	0.427141690219225	0.51257002826307	""
"PROTEIN_IMPORT_INTO_NUCLEUS"	119	28	0	0.427141690219225	0.51257002826307	""
"TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY"	119	28	0	0.427141690219225	0.51257002826307	""
"TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER"	119	28	0	0.427141690219225	0.51257002826307	""
"ECTODERM_DEVELOPMENT"	119	28	0	0.427141690219225	0.51257002826307	""
"NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS"	119	123	2	0.437070386031003	0.521827884914005	"IL2RB MAFB"
"NUCLEAR_IMPORT"	119	29	0	0.438454358467468	0.521593144535921	""
"MICROTUBULE_BASED_PROCESS"	119	29	0	0.438454358467468	0.521593144535921	""
"DETECTION_OF_STIMULUS"	119	29	0	0.438454358467468	0.521593144535921	""
"VASCULATURE_DEVELOPMENT"	119	29	0	0.438454358467468	0.521593144535921	""
"MACROMOLECULAR_COMPLEX_ASSEMBLY"	119	124	2	0.442287578543911	0.524263293532653	"IL2RB LPXN"
"NEGATIVE_REGULATION_OF_TRANSCRIPTION_DNA_DEPENDENT"	119	125	2	0.447486569367848	0.529285189574874	"IRF8 PRDM1"
"NEGATIVE_REGULATION_OF_RNA_METABOLIC_PROCESS"	119	125	2	0.447486569367848	0.529285189574874	"IRF8 PRDM1"
"TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY"	119	77	1	0.44945975661764	0.530478253518673	"LCP2"
"RESPONSE_TO_LIGHT_STIMULUS"	119	30	0	0.449545467403961	0.528311980923459	""
"PROTEIN_IMPORT"	119	30	0	0.449545467403961	0.528311980923459	""
"REGULATION_OF_DNA_METABOLIC_PROCESS"	119	30	0	0.449545467403961	0.528311980923459	""
"NEURON_DEVELOPMENT"	119	30	0	0.449545467403961	0.528311980923459	""
