"sg"	"sr"	"n"	"pvalue"	"qvalue"	"overlapVector"
"POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION"	90	12	0	0.164644995934493	0.283574366693021	""
"CELLULAR_PROTEIN_METABOLIC_PROCESS"	90	476	9	0.167432583376005	0.281327660458664	"BTK HCLS1 LCK LTB MAP4K1 PREX1 PRKCB SPN STK10"
"CELLULAR_MACROMOLECULE_METABOLIC_PROCESS"	90	478	9	0.170555829513572	0.285993006806295	"BTK HCLS1 LCK LTB MAP4K1 PREX1 PRKCB SPN STK10"
"POSITIVE_REGULATION_OF_METABOLIC_PROCESS"	90	198	4	0.171045661589142	0.286232597994	"HCLS1 LTB SPI1 SPN"
"REGULATION_OF_GENE_EXPRESSION"	90	598	11	0.17422675479484	0.290965734222152	"ARID5A HCLS1 HIC1 IL2RB LTB NFATC1 PRKCQ SPI1 SPIB SPN TBX21"
"SECOND_MESSENGER_MEDIATED_SIGNALING"	90	147	3	0.174547447464076	0.290912412440127	"BTK PLCB2 S1PR4"
"POST_TRANSLATIONAL_PROTEIN_MODIFICATION"	90	309	6	0.174731664542802	0.290339623862662	"BTK HCLS1 LCK MAP4K1 PRKCB STK10"
"CELL_PROLIFERATION_GO_0008283"	90	309	6	0.174731664542802	0.290339623862662	"CD33 CSF1 FLT3LG HCLS1 IL12RB1 SIRPG"
"ACTIN_FILAMENT_ORGANIZATION"	90	13	0	0.177088218437952	0.289589257108643	""
"REGULATION_OF_DNA_REPLICATION"	90	13	0	0.177088218437952	0.289589257108643	""
"RESPONSE_TO_NUTRIENT"	90	13	0	0.177088218437952	0.289589257108643	""
"ACTIVATION_OF_IMMUNE_RESPONSE"	90	13	0	0.177088218437952	0.289589257108643	""
"RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS_AND_ASSEMBLY"	90	13	0	0.177088218437952	0.289589257108643	""
"DNA_DAMAGE_RESPONSESIGNAL_TRANSDUCTION_RESULTING_IN_INDUCTION_OF_APOPTOSIS"	90	13	0	0.177088218437952	0.289589257108643	""
"REGULATION_OF_CELL_MORPHOGENESIS"	90	13	0	0.177088218437952	0.289589257108643	""
"GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS"	90	13	0	0.177088218437952	0.289589257108643	""
"AMINE_METABOLIC_PROCESS"	90	13	0	0.177088218437952	0.289589257108643	""
"REGULATION_OF_GTPASE_ACTIVITY"	90	13	0	0.177088218437952	0.289589257108643	""
"FATTY_ACID_METABOLIC_PROCESS"	90	13	0	0.177088218437952	0.289589257108643	""
"NUCLEOTIDE_METABOLIC_PROCESS"	90	13	0	0.177088218437952	0.289589257108643	""
"DNA_FRAGMENTATION_DURING_APOPTOSIS"	90	13	0	0.177088218437952	0.289589257108643	""
"G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE"	90	13	0	0.177088218437952	0.289589257108643	""
"MAPKKK_CASCADE_GO_0000165"	90	98	2	0.178255457244865	0.287228031693386	"MAP4K1 SH2D3C"
"RESPONSE_TO_WOUNDING"	90	100	2	0.185716842432529	0.2986674366605	"CCL5 CCR7"
"REGULATION_OF_BINDING"	90	53	1	0.185925381657313	0.298421089235959	"PRKCQ"
"REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY"	90	14	0	0.189348119173026	0.300119497248312	""
"MITOTIC_CELL_CYCLE_CHECKPOINT"	90	14	0	0.189348119173026	0.300119497248312	""
"REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION"	90	14	0	0.189348119173026	0.300119497248312	""
"NUCLEOBASENUCLEOSIDE_AND_NUCLEOTIDE_METABOLIC_PROCESS"	90	14	0	0.189348119173026	0.300119497248312	""
"CELLULAR_PROTEIN_COMPLEX_ASSEMBLY"	90	14	0	0.189348119173026	0.300119497248312	""
"NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION_AND_BIOGENESIS"	90	14	0	0.189348119173026	0.300119497248312	""
"REGULATION_OF_ANGIOGENESIS"	90	14	0	0.189348119173026	0.300119497248312	""
"SKELETAL_MUSCLE_DEVELOPMENT"	90	14	0	0.189348119173026	0.300119497248312	""
"INACTIVATION_OF_MAPK_ACTIVITY"	90	14	0	0.189348119173026	0.300119497248312	""
"RESPONSE_TO_UV"	90	14	0	0.189348119173026	0.300119497248312	""
"RNA_SPLICING"	90	14	0	0.189348119173026	0.300119497248312	""
"REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS"	90	14	0	0.189348119173026	0.300119497248312	""
"SKELETAL_DEVELOPMENT"	90	54	1	0.191316717666078	0.299215719572539	"CMKLR1"
"APOPTOTIC_PROGRAM"	90	54	1	0.191316717666078	0.299215719572539	"LCK"
"CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS"	90	103	2	0.197061548561467	0.307326611650681	"ELMO1 PREX1"
"PROTEIN_FOLDING"	90	15	0	0.201427369052898	0.310322277252364	""
"RHYTHMIC_PROCESS"	90	15	0	0.201427369052898	0.310322277252364	""
"CHROMOSOME_SEGREGATION"	90	15	0	0.201427369052898	0.310322277252364	""
"ADAPTIVE_IMMUNE_RESPONSE_GO_0002460"	90	15	0	0.201427369052898	0.310322277252364	""
"B_CELL_ACTIVATION"	90	15	0	0.201427369052898	0.310322277252364	""
"SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS"	90	15	0	0.201427369052898	0.310322277252364	""
"MRNA_PROCESSING_GO_0006397"	90	15	0	0.201427369052898	0.310322277252364	""
"BONE_REMODELING"	90	15	0	0.201427369052898	0.310322277252364	""
"REGULATION_OF_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS"	90	15	0	0.201427369052898	0.310322277252364	""
"ER_NUCLEAR_SIGNALING_PATHWAY"	90	15	0	0.201427369052898	0.310322277252364	""
"NEGATIVE_REGULATION_OF_TRANSLATION"	90	15	0	0.201427369052898	0.310322277252364	""
"NEGATIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_ACTIVITY"	90	15	0	0.201427369052898	0.310322277252364	""
"REGULATION_OF_CELL_MIGRATION"	90	16	0	0.213328600512617	0.322337171104228	""
"POSITIVE_REGULATION_OF_TRANSPORT"	90	16	0	0.213328600512617	0.322337171104228	""
"FEEDING_BEHAVIOR"	90	16	0	0.213328600512617	0.322337171104228	""
"ADAPTIVE_IMMUNE_RESPONSE"	90	16	0	0.213328600512617	0.322337171104228	""
"TISSUE_REMODELING"	90	16	0	0.213328600512617	0.322337171104228	""
"HUMORAL_IMMUNE_RESPONSE"	90	16	0	0.213328600512617	0.322337171104228	""
"NEURON_APOPTOSIS"	90	16	0	0.213328600512617	0.322337171104228	""
"DETECTION_OF_EXTERNAL_STIMULUS"	90	16	0	0.213328600512617	0.322337171104228	""
"INDUCTION_OF_APOPTOSIS_BY_INTRACELLULAR_SIGNALS"	90	16	0	0.213328600512617	0.322337171104228	""
"GLYCOPROTEIN_METABOLIC_PROCESS"	90	17	0	0.225054408057145	0.332443843593814	""
"GLUTAMATE_SIGNALING_PATHWAY"	90	17	0	0.225054408057145	0.332443843593814	""
"DETECTION_OF_ABIOTIC_STIMULUS"	90	17	0	0.225054408057145	0.332443843593814	""
"DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION"	90	17	0	0.225054408057145	0.332443843593814	""
"NITROGEN_COMPOUND_METABOLIC_PROCESS"	90	17	0	0.225054408057145	0.332443843593814	""
"MONOCARBOXYLIC_ACID_METABOLIC_PROCESS"	90	17	0	0.225054408057145	0.332443843593814	""
"DNA_CATABOLIC_PROCESS"	90	17	0	0.225054408057145	0.332443843593814	""
"NEGATIVE_REGULATION_OF_DNA_BINDING"	90	17	0	0.225054408057145	0.332443843593814	""
"PROTEIN_SECRETION"	90	17	0	0.225054408057145	0.332443843593814	""
"GENERATION_OF_A_SIGNAL_INVOLVED_IN_CELL_CELL_SIGNALING"	90	17	0	0.225054408057145	0.332443843593814	""
"NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY"	90	17	0	0.225054408057145	0.332443843593814	""
"DNA_RECOMBINATION"	90	17	0	0.225054408057145	0.332443843593814	""
"NEGATIVE_REGULATION_OF_BINDING"	90	17	0	0.225054408057145	0.332443843593814	""
"MRNA_METABOLIC_PROCESS"	90	17	0	0.225054408057145	0.332443843593814	""
"CELL_PROJECTION_BIOGENESIS"	90	17	0	0.225054408057145	0.332443843593814	""
"RESPONSE_TO_ORGANIC_SUBSTANCE"	90	17	0	0.225054408057145	0.332443843593814	""
"REGULATION_OF_MAP_KINASE_ACTIVITY"	90	62	1	0.235064292029215	0.341723420130577	"MAP4K1"
"CELLULAR_LIPID_METABOLIC_PROCESS"	90	62	1	0.235064292029215	0.341723420130577	"PLCB2"
"ONE_CARBON_COMPOUND_METABOLIC_PROCESS"	90	18	0	0.236607348801697	0.340071537911846	""
"CELL_STRUCTURE_DISASSEMBLY_DURING_APOPTOSIS"	90	18	0	0.236607348801697	0.340071537911846	""
"VIRAL_INFECTIOUS_CYCLE"	90	18	0	0.236607348801697	0.340071537911846	""
"POSITIVE_REGULATION_OF_IMMUNE_RESPONSE"	90	18	0	0.236607348801697	0.340071537911846	""
"BLOOD_COAGULATION"	90	18	0	0.236607348801697	0.340071537911846	""
"REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT"	90	18	0	0.236607348801697	0.340071537911846	""
"METAL_ION_TRANSPORT"	90	18	0	0.236607348801697	0.340071537911846	""
"DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS"	90	18	0	0.236607348801697	0.340071537911846	""
"DNA_DAMAGE_CHECKPOINT"	90	18	0	0.236607348801697	0.340071537911846	""
"COAGULATION"	90	18	0	0.236607348801697	0.340071537911846	""
"ADENYLATE_CYCLASE_ACTIVATION"	90	18	0	0.236607348801697	0.340071537911846	""
"SECRETION"	90	64	1	0.246113043551607	0.350074587810476	"CCL5"
"PROTEIN_MODIFICATION_PROCESS"	90	343	6	0.247336623716735	0.351209491508273	"BTK HCLS1 LCK MAP4K1 PRKCB STK10"
"NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS"	90	19	0	0.247989943004454	0.347945073092985	""
"INSULIN_RECEPTOR_SIGNALING_PATHWAY"	90	19	0	0.247989943004454	0.347945073092985	""
"FEMALE_PREGNANCY"	90	19	0	0.247989943004454	0.347945073092985	""
"REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS"	90	19	0	0.247989943004454	0.347945073092985	""
"NEGATIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS"	90	19	0	0.247989943004454	0.347945073092985	""
"APOPTOTIC_NUCLEAR_CHANGES"	90	19	0	0.247989943004454	0.347945073092985	""
"DNA_INTEGRITY_CHECKPOINT"	90	19	0	0.247989943004454	0.347945073092985	""
"AXONOGENESIS"	90	19	0	0.247989943004454	0.347945073092985	""
"REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION"	90	19	0	0.247989943004454	0.347945073092985	""
"IMMUNE_EFFECTOR_PROCESS"	90	19	0	0.247989943004454	0.347945073092985	""
"REGULATION_OF_INTRACELLULAR_TRANSPORT"	90	19	0	0.247989943004454	0.347945073092985	""
"RECEPTOR_MEDIATED_ENDOCYTOSIS"	90	19	0	0.247989943004454	0.347945073092985	""
"NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS"	90	19	0	0.247989943004454	0.347945073092985	""
"REGULATION_OF_MAPKKK_CASCADE"	90	20	0	0.259204674591795	0.358497663936683	""
"RESPONSE_TO_NUTRIENT_LEVELS"	90	20	0	0.259204674591795	0.358497663936683	""
"STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY"	90	20	0	0.259204674591795	0.358497663936683	""
"DNA_PACKAGING"	90	20	0	0.259204674591795	0.358497663936683	""
"BIOPOLYMER_MODIFICATION"	90	352	6	0.268036311096672	0.369165203096418	"BTK HCLS1 LCK MAP4K1 PRKCB STK10"
"BIOSYNTHETIC_PROCESS"	90	121	2	0.268049336818567	0.36856783812553	"LTB SPN"
"HEMOSTASIS"	90	21	0	0.270253991676107	0.36701159363422	""
"CHROMATIN_REMODELING"	90	21	0	0.270253991676107	0.36701159363422	""
"STEROID_METABOLIC_PROCESS"	90	21	0	0.270253991676107	0.36701159363422	""
"VIRAL_REPRODUCTIVE_PROCESS"	90	21	0	0.270253991676107	0.36701159363422	""
"PROTEIN_AMINO_ACID_AUTOPHOSPHORYLATION"	90	21	0	0.270253991676107	0.36701159363422	""
"REGULATION_OF_CYTOKINE_PRODUCTION"	90	21	0	0.270253991676107	0.36701159363422	""
"NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION"	90	21	0	0.270253991676107	0.36701159363422	""
"EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY"	90	21	0	0.270253991676107	0.36701159363422	""
"EPIDERMIS_DEVELOPMENT"	90	21	0	0.270253991676107	0.36701159363422	""
"INTRACELLULAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY"	90	21	0	0.270253991676107	0.36701159363422	""
"HISTONE_MODIFICATION"	90	21	0	0.270253991676107	0.36701159363422	""
"CHROMATIN_ASSEMBLY_OR_DISASSEMBLY"	90	21	0	0.270253991676107	0.36701159363422	""
"REGULATION_OF_IMMUNE_RESPONSE"	90	21	0	0.270253991676107	0.36701159363422	""
"RESPONSE_TO_HYPOXIA"	90	21	0	0.270253991676107	0.36701159363422	""
"REGULATION_OF_APOPTOSIS"	90	237	4	0.27636040637456	0.370426214880605	"BTK CD2 IL2RB LCK"
"REGULATION_OF_PROGRAMMED_CELL_DEATH"	90	237	4	0.27636040637456	0.370426214880605	"BTK CD2 IL2RB LCK"
"MACROMOLECULAR_COMPLEX_ASSEMBLY"	90	124	2	0.280214048171516	0.374678427457862	"IL2RB LPXN"
"PROTEIN_OLIGOMERIZATION"	90	22	0	0.281140307066319	0.372296554301306	""
"PROTEIN_AUTOPROCESSING"	90	22	0	0.281140307066319	0.372296554301306	""
"REGULATION_OF_SECRETION"	90	22	0	0.281140307066319	0.372296554301306	""
"PATTERN_SPECIFICATION_PROCESS"	90	22	0	0.281140307066319	0.372296554301306	""
"ALCOHOL_METABOLIC_PROCESS"	90	22	0	0.281140307066319	0.372296554301306	""
"MITOCHONDRION_ORGANIZATION_AND_BIOGENESIS"	90	22	0	0.281140307066319	0.372296554301306	""
"REGULATION_OF_ORGANELLE_ORGANIZATION_AND_BIOGENESIS"	90	22	0	0.281140307066319	0.372296554301306	""
"COVALENT_CHROMATIN_MODIFICATION"	90	22	0	0.281140307066319	0.372296554301306	""
"REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION"	90	22	0	0.281140307066319	0.372296554301306	""
"WOUND_HEALING"	90	22	0	0.281140307066319	0.372296554301306	""
"CATION_TRANSPORT"	90	22	0	0.281140307066319	0.372296554301306	""
"NEGATIVE_REGULATION_OF_TRANSCRIPTION_DNA_DEPENDENT"	90	125	2	0.284281713294637	0.372569362141502	"ARID5A SPI1"
"NEGATIVE_REGULATION_OF_RNA_METABOLIC_PROCESS"	90	125	2	0.284281713294637	0.372569362141502	"ARID5A SPI1"
"ANTI_APOPTOSIS"	90	71	1	0.284880192963199	0.372466179389286	"IL2RB"
"STRIATED_MUSCLE_DEVELOPMENT"	90	23	0	0.291865998771231	0.37800541442114	""
"RESPONSE_TO_EXTRACELLULAR_STIMULUS"	90	23	0	0.291865998771231	0.37800541442114	""
"CELLULAR_PROTEIN_CATABOLIC_PROCESS"	90	23	0	0.291865998771231	0.37800541442114	""
"REGULATION_OF_MITOSIS"	90	23	0	0.291865998771231	0.37800541442114	""
"NUCLEAR_ORGANIZATION_AND_BIOGENESIS"	90	23	0	0.291865998771231	0.37800541442114	""
"REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY"	90	23	0	0.291865998771231	0.37800541442114	""
"CELL_SUBSTRATE_ADHESION"	90	23	0	0.291865998771231	0.37800541442114	""
"PROTEIN_UBIQUITINATION"	90	23	0	0.291865998771231	0.37800541442114	""
"POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION_AND_BIOGENESIS"	90	23	0	0.291865998771231	0.37800541442114	""
"CELL_MATRIX_ADHESION"	90	23	0	0.291865998771231	0.37800541442114	""
"ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY"	90	23	0	0.291865998771231	0.37800541442114	""
"REGULATION_OF_PROTEIN_KINASE_ACTIVITY"	90	127	2	0.292432963179665	0.375205590393815	"CD4 MAP4K1"
"REGULATION_OF_KINASE_ACTIVITY"	90	129	2	0.300601943814055	0.384789144525362	"CD4 MAP4K1"
"REGULATION_OF_TRANSFERASE_ACTIVITY"	90	129	2	0.300601943814055	0.384789144525362	"CD4 MAP4K1"
"NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_METABOLIC_PROCESS"	90	24	0	0.302433410495753	0.384745664855815	""
"NEURITE_DEVELOPMENT"	90	24	0	0.302433410495753	0.384745664855815	""
"CELLULAR_MORPHOGENESIS_DURING_DIFFERENTIATION"	90	24	0	0.302433410495753	0.384745664855815	""
"REGULATION_OF_BODY_FLUID_LEVELS"	90	24	0	0.302433410495753	0.384745664855815	""
"VIRAL_REPRODUCTION"	90	24	0	0.302433410495753	0.384745664855815	""
"G_PROTEIN_SIGNALING_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY"	90	24	0	0.302433410495753	0.384745664855815	""
"PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION"	90	25	0	0.312844852130145	0.394945681725126	""
"ANGIOGENESIS"	90	25	0	0.312844852130145	0.394945681725126	""
"REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY"	90	25	0	0.312844852130145	0.394945681725126	""
"REGULATION_OF_GENE_EXPRESSION_EPIGENETIC"	90	25	0	0.312844852130145	0.394945681725126	""
"CELLULAR_COMPONENT_ASSEMBLY"	90	134	2	0.321075291368008	0.403791334418608	"IL2RB LPXN"
"CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS"	90	26	0	0.323102600232365	0.405105843756385	""
"HEART_DEVELOPMENT"	90	26	0	0.323102600232365	0.405105843756385	""
"UBIQUITIN_CYCLE"	90	26	0	0.323102600232365	0.405105843756385	""
"CELLULAR_LOCALIZATION"	90	135	2	0.325174751968182	0.406468439960227	"CCL5 CD2"
"NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER"	90	79	1	0.32896215350009	0.410580600056844	"SPI1"
"CELLULAR_COMPONENT_DISASSEMBLY"	90	27	0	0.333208898503614	0.414314003414441	""
"CARBOXYLIC_ACID_METABOLIC_PROCESS"	90	27	0	0.333208898503614	0.414314003414441	""
"NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS"	90	27	0	0.333208898503614	0.414314003414441	""
"ORGANIC_ACID_METABOLIC_PROCESS"	90	27	0	0.333208898503614	0.414314003414441	""
"NEGATIVE_REGULATION_OF_CELLULAR_PROCESS"	90	444	7	0.33910287683134	0.420059869948732	"ARID5A CD33 GAS7 IL2RB SIRPG SPI1 SPN"
"POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS"	90	28	0	0.343165958257169	0.422555097853976	""
"LIPID_BIOSYNTHETIC_PROCESS"	90	28	0	0.343165958257169	0.422555097853976	""
"RNA_PROCESSING"	90	28	0	0.343165958257169	0.422555097853976	""
"PROTEIN_IMPORT_INTO_NUCLEUS"	90	28	0	0.343165958257169	0.422555097853976	""
"TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY"	90	28	0	0.343165958257169	0.422555097853976	""
"TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER"	90	28	0	0.343165958257169	0.422555097853976	""
"ECTODERM_DEVELOPMENT"	90	28	0	0.343165958257169	0.422555097853976	""
"LIPID_METABOLIC_PROCESS"	90	82	1	0.345329414571573	0.42269550003197	"PLCB2"
"REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT"	90	447	7	0.345961716308773	0.422842097710722	"ARID5A HCLS1 HIC1 NFATC1 SPI1 SPIB TBX21"
"NUCLEAR_IMPORT"	90	29	0	0.35297595888061	0.429823123360152	""
"MICROTUBULE_BASED_PROCESS"	90	29	0	0.35297595888061	0.429823123360152	""
"DETECTION_OF_STIMULUS"	90	29	0	0.35297595888061	0.429823123360152	""
"VASCULATURE_DEVELOPMENT"	90	29	0	0.35297595888061	0.429823123360152	""
"CELL_SURFACE_RECEPTOR_LINKED_SIGNAL_TRANSDUCTION_GO_0007166"	90	577	9	0.353676467640968	0.429092773240881	"CD2 DOK2 IL12RB1 IL2RB LILRA1 LILRB2 LILRB3 PLCB2 S1PR4"
"REGULATION_OF_RNA_METABOLIC_PROCESS"	90	451	7	0.355140144796238	0.430235858233329	"ARID5A HCLS1 HIC1 NFATC1 SPI1 SPIB TBX21"
"RESPONSE_TO_LIGHT_STIMULUS"	90	30	0	0.362641048291522	0.437396001228809	""
"PROTEIN_IMPORT"	90	30	0	0.362641048291522	0.437396001228809	""
"REGULATION_OF_DNA_METABOLIC_PROCESS"	90	30	0	0.362641048291522	0.437396001228809	""
"NEURON_DEVELOPMENT"	90	30	0	0.362641048291522	0.437396001228809	""
"DNA_DEPENDENT_DNA_REPLICATION"	90	30	0	0.362641048291522	0.437396001228809	""
"ORGAN_MORPHOGENESIS"	90	86	1	0.366953120425524	0.440664227585236	"ITGAX"
"TRANSCRIPTION_INITIATION"	90	31	0	0.372163343386768	0.444977910571136	""
"ANATOMICAL_STRUCTURE_FORMATION"	90	31	0	0.372163343386768	0.444977910571136	""
"PROTEIN_CATABOLIC_PROCESS"	90	31	0	0.372163343386768	0.444977910571136	""
"CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS"	90	31	0	0.372163343386768	0.444977910571136	""
"CARBOHYDRATE_METABOLIC_PROCESS"	90	31	0	0.372163343386768	0.444977910571136	""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS"	90	459	7	0.373590885058831	0.444751053641466	"ARID5A CD33 GAS7 IL2RB SIRPG SPI1 SPN"
"DEPHOSPHORYLATION"	90	32	0	0.381544930485421	0.452262309842633	""
"NEGATIVE_REGULATION_OF_GROWTH"	90	32	0	0.381544930485421	0.452262309842633	""
"DNA_DAMAGE_RESPONSESIGNAL_TRANSDUCTION"	90	32	0	0.381544930485421	0.452262309842633	""
"INTERPHASE_OF_MITOTIC_CELL_CYCLE"	90	32	0	0.381544930485421	0.452262309842633	""
"PROTEIN_AMINO_ACID_DEPHOSPHORYLATION"	90	32	0	0.381544930485421	0.452262309842633	""
"BRAIN_DEVELOPMENT"	90	33	0	0.390787865765447	0.460242668460377	""
"CELL_CYCLE_CHECKPOINT_GO_0000075"	90	33	0	0.390787865765447	0.460242668460377	""
"PROTEIN_PROCESSING"	90	33	0	0.390787865765447	0.460242668460377	""
"NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY"	90	33	0	0.390787865765447	0.460242668460377	""
"REGULATION_OF_CELLULAR_METABOLIC_PROCESS"	90	660	10	0.391579368987925	0.459534821358517	"ARID5A HCLS1 HIC1 LTB NFATC1 PRKCQ SPI1 SPIB SPN TBX21"
"RESPONSE_TO_RADIATION"	90	34	0	0.399894175694214	0.468293392402735	""
"NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION"	90	34	0	0.399894175694214	0.468293392402735	""
"PROTEIN_KINASE_CASCADE"	90	279	4	0.400788393409787	0.468343377568094	"HCLS1 MAP4K1 SH2D3C STAT5A"
"GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY"	90	35	0	0.408865857452939	0.476432672879484	""
"REGULATION_OF_RESPONSE_TO_STIMULUS"	90	35	0	0.408865857452939	0.476432672879484	""
"REGULATION_OF_CELL_GROWTH"	90	35	0	0.408865857452939	0.476432672879484	""
"REGULATION_OF_METABOLIC_PROCESS"	90	669	10	0.409419543089509	0.475733976125134	"ARID5A HCLS1 HIC1 LTB NFATC1 PRKCQ SPI1 SPIB SPN TBX21"
"NEGATIVE_REGULATION_OF_APOPTOSIS"	90	95	1	0.414552403771631	0.480682688842721	"IL2RB"
"NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH"	90	95	1	0.414552403771631	0.480682688842721	"IL2RB"
"INTERPHASE"	90	36	0	0.417704879355121	0.483319110053261	""
"MITOSIS"	90	37	0	0.426413181259083	0.491671383003135	""
"TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY"	90	37	0	0.426413181259083	0.491671383003135	""
"M_PHASE_OF_MITOTIC_CELL_CYCLE"	90	37	0	0.426413181259083	0.491671383003135	""
"RHO_PROTEIN_SIGNAL_TRANSDUCTION"	90	37	0	0.426413181259083	0.491671383003135	""
"REGULATION_OF_TRANSCRIPTION"	90	550	8	0.433248996593077	0.497813958480904	"ARID5A HCLS1 HIC1 NFATC1 PRKCQ SPI1 SPIB TBX21"
"TRANSPORT"	90	226	3	0.434858218147933	0.498968052812301	"CCL5 ELMO1 P2RX1"
"PROGRAMMED_CELL_DEATH"	90	292	4	0.439500445123217	0.503244784492233	"BTK CD2 IL2RB LCK"
"APOPTOSIS_GO"	90	292	4	0.439500445123217	0.503244784492233	"BTK CD2 IL2RB LCK"
"EMBRYONIC_DEVELOPMENT"	90	39	0	0.44344524466421	0.506356161727298	""
"NEURON_DIFFERENTIATION"	90	39	0	0.44344524466421	0.506356161727298	""
"GAMETE_GENERATION"	90	40	0	0.451772747237813	0.514086229615442	""
"PROTEIN_DNA_COMPLEX_ASSEMBLY"	90	40	0	0.451772747237813	0.514086229615442	""
"REGULATION_OF_TRANSPORT"	90	40	0	0.451772747237813	0.514086229615442	""
"REPRODUCTION"	90	107	1	0.475166350512717	0.539219036001364	"CD4"
"REGULATION_OF_GROWTH"	90	43	0	0.476023020726048	0.539078918461208	""
"GENERATION_OF_NEURONS"	90	43	0	0.476023020726048	0.539078918461208	""
"M_PHASE"	90	44	0	0.483868292417057	0.546837453759003	""
"NUCLEAR_TRANSPORT"	90	45	0	0.491597386207817	0.553676237025869	""
"PROTEIN_TARGETING"	90	45	0	0.491597386207817	0.553676237025869	""
"RESPONSE_TO_ABIOTIC_STIMULUS"	90	45	0	0.491597386207817	0.553676237025869	""
"NUCLEOCYTOPLASMIC_TRANSPORT"	90	45	0	0.491597386207817	0.553676237025869	""
"DNA_REPLICATION"	90	46	0	0.499212003488778	0.559959079372185	""
"CELL_MIGRATION"	90	46	0	0.499212003488778	0.559959079372185	""
"REGULATION_OF_CELL_CYCLE"	90	112	1	0.499308830893822	0.558927795776666	"GAS7"
"REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS"	90	581	8	0.500647093423072	0.559666466224979	"ARID5A HCLS1 HIC1 NFATC1 PRKCQ SPI1 SPIB TBX21"
"NEUROGENESIS"	90	47	0	0.506713821013081	0.565681870549109	""
"MUSCLE_DEVELOPMENT"	90	48	0	0.514104491249276	0.572770027387782	""
"CHROMATIN_MODIFICATION"	90	48	0	0.514104491249276	0.572770027387782	""
"NEGATIVE_REGULATION_OF_TRANSCRIPTION"	90	183	2	0.515363506403896	0.573011984883038	"ARID5A SPI1"
"TRANSCRIPTION_DNA_DEPENDENT"	90	589	8	0.517759122807636	0.57451415778924	"ARID5A ELL HCLS1 HIC1 NFATC1 SPI1 SPIB TBX21"
