"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"MCM7"	99	2.93	0.00343	0.0758	"GSE68465"
"PTGES3"	102	2.92	0.00347	0.0758	"GSE68465"
"CYCS"	85	2.92	0.00353	0.0758	"GSE68465"
"YEATS4"	30	2.92	0.00354	0.0758	"GSE68465"
"RBL1"	29	2.91	0.00361	0.0758	"GSE68465"
"HMGB2"	70	2.91	0.00361	0.0758	"GSE68465"
"MED28"	92	2.91	0.00366	0.0758	"GSE68465"
"PAK1IP1"	62	2.91	0.00367	0.0758	"GSE68465"
"SLIRP"	177	2.9	0.00367	0.0758	"GSE68465"
"E2F6"	61	2.9	0.00372	0.0758	"GSE68465"
"MSH6"	129	2.9	0.00373	0.0758	"GSE68465"
"LRPPRC"	193	2.89	0.00383	0.0758	"GSE68465"
"FH"	132	2.89	0.00389	0.0758	"GSE68465"
"RUVBL1"	109	2.89	0.0039	0.0758	"GSE68465"
"PSMC3IP"	56	2.89	0.0039	0.0758	"GSE68465"
"HMGA1"	98	2.88	0.00394	0.0758	"GSE68465"
"C1QBP"	187	2.88	0.00395	0.0758	"GSE68465"
"ADIPOR2"	52	2.87	0.00404	0.0758	"GSE68465"
"TRIB3"	60	2.87	0.00405	0.0758	"GSE68465"
"MAPKAPK5"	71	2.86	0.00428	0.0758	"GSE68465"
"CCDC59"	128	2.86	0.0043	0.0758	"GSE68465"
"SHOX2"	57	2.85	0.00434	0.0758	"GSE68465"
"ZNHIT3"	126	2.85	0.00436	0.0758	"GSE68465"
"ANP32A"	72	2.85	0.0044	0.0758	"GSE68465"
"UTP11"	76	2.84	0.00452	0.0758	"GSE68465"
"MCM3"	34	2.84	0.00452	0.0758	"GSE68465"
"DDX10"	89	2.84	0.00453	0.0758	"GSE68465"
"GMPS"	56	2.84	0.00455	0.0758	"GSE68465"
"ILF2"	110	2.83	0.00464	0.0762	"GSE68465"
"NIF3L1"	49	2.82	0.00473	0.0763	"GSE68465"
"ITGB1BP1"	83	2.82	0.00474	0.0763	"GSE68465"
"KMT5A"	56	2.82	0.00478	0.0763	"GSE68465"
"PHB"	268	2.82	0.00482	0.0763	"GSE68465"
"FGFR1OP"	41	2.82	0.00487	0.0763	"GSE68465"
"HMGB1"	37	2.82	0.00487	0.0763	"GSE68465"
"SUPT16H"	82	2.81	0.00494	0.0763	"GSE68465"
"TEAD4"	99	2.81	0.00495	0.0763	"GSE68465"
"SSRP1"	112	2.81	0.00498	0.0763	"GSE68465"
"TFDP1"	35	2.8	0.00505	0.0764	"GSE68465"
"BNIP3"	69	2.8	0.00507	0.0764	"GSE68465"
"PRAME"	91	2.79	0.00526	0.0772	"GSE68465"
"PAWR"	49	2.79	0.00526	0.0772	"GSE68465"
"BUD31"	184	2.79	0.00531	0.0775	"GSE68465"
"VAPB"	78	2.78	0.00537	0.0776	"GSE68465"
"POLR3G"	47	2.78	0.0054	0.0776	"GSE68465"
"HDAC2"	70	2.78	0.00545	0.0778	"GSE68465"
"DDX1"	125	2.78	0.00549	0.0778	"GSE68465"
"NUFIP1"	55	2.76	0.00577	0.0782	"GSE68465"
"G3BP1"	49	2.76	0.00581	0.0782	"GSE68465"
"TPD52L1"	56	2.76	0.00585	0.0782	"GSE68465"
"MCTS1"	201	2.76	0.00585	0.0782	"GSE68465"
"CD3EAP"	77	2.75	0.00589	0.0782	"GSE68465"
"MIF"	103	2.75	0.00589	0.0782	"GSE68465"
"TRIAP1"	66	2.75	0.00593	0.0782	"GSE68465"
"DDX54"	70	2.75	0.00599	0.0782	"GSE68465"
"YBX1"	140	2.75	0.00603	0.0782	"GSE68465"
"CDK4"	109	2.74	0.00623	0.0784	"GSE68465"
"STAMBP"	46	2.73	0.00633	0.0784	"GSE68465"
"ENY2"	45	2.72	0.00644	0.0792	"GSE68465"
"FANCA"	37	2.72	0.00645	0.0792	"GSE68465"
"HEY1"	30	2.72	0.00652	0.0795	"GSE68465"
"HLTF"	78	2.71	0.00665	0.0799	"GSE68465"
"RALA"	50	2.71	0.00676	0.0799	"GSE68465"
"TFB1M"	43	2.71	0.00676	0.0799	"GSE68465"
"ASF1B"	95	2.71	0.00678	0.0799	"GSE68465"
"SMARCC1"	100	2.7	0.0069	0.0801	"GSE68465"
"PDCD11"	92	2.7	0.0069	0.0801	"GSE68465"
"PTPN11"	82	2.7	0.00695	0.0801	"GSE68465"
"DNMT3B"	125	2.69	0.00717	0.0801	"GSE68465"
"SAP30"	62	2.69	0.00718	0.0801	"GSE68465"
"RPS6KB1"	65	2.69	0.00723	0.0801	"GSE68465"
"SAP130"	86	2.68	0.00727	0.0801	"GSE68465"
"SRPK1"	40	2.68	0.00728	0.0801	"GSE68465"
"EED"	59	2.68	0.00734	0.0801	"GSE68465"
"ORC2"	44	2.68	0.00736	0.0801	"GSE68465"
"RUVBL2"	121	2.68	0.0074	0.0801	"GSE68465"
"BASP1"	60	2.68	0.00741	0.0801	"GSE68465"
"RAD51"	110	2.67	0.00751	0.0801	"GSE68465"
"AGFG1"	97	2.67	0.00757	0.0801	"GSE68465"
"NELFCD"	85	2.67	0.00758	0.0801	"GSE68465"
"GTF2A2"	162	2.67	0.00759	0.0801	"GSE68465"
"RIC8B"	32	2.67	0.00761	0.0801	"GSE68465"
"MCM5"	75	2.67	0.00761	0.0801	"GSE68465"
"JARID2"	44	2.67	0.00763	0.0801	"GSE68465"
"FST"	99	2.67	0.0077	0.0801	"GSE68465"
"ATP2A2"	76	2.66	0.00771	0.0801	"GSE68465"
"CDYL"	26	2.66	0.00772	0.0801	"GSE68465"
"NUP93"	102	2.66	0.0079	0.0803	"GSE68465"
"CAD"	98	2.66	0.0079	0.0803	"GSE68465"
"INVS"	34	2.66	0.00792	0.0803	"GSE68465"
"HNRNPAB"	83	2.66	0.00792	0.0803	"GSE68465"
"PIAS2"	37	2.65	0.00793	0.0803	"GSE68465"
"SIAH2"	67	2.65	0.00801	0.0803	"GSE68465"
"HAT1"	357	2.65	0.00802	0.0803	"GSE68465"
"ZKSCAN5"	32	2.65	0.00814	0.0806	"GSE68465"
"MRE11"	29	2.64	0.00831	0.0812	"GSE68465"
"RBCK1"	59	2.64	0.00832	0.0812	"GSE68465"
"SNAPC1"	40	2.63	0.00845	0.0818	"GSE68465"
"LRP8"	60	2.63	0.00849	0.0818	"GSE68465"
"PAK2"	69	2.63	0.00861	0.0818	"GSE68465"
"TXN"	70	2.62	0.00867	0.0818	"GSE68465"
"KHDRBS1"	86	2.62	0.00871	0.0818	"GSE68465"
"ACTL6A"	93	2.62	0.00875	0.0819	"GSE68465"
"PA2G4"	51	2.61	0.00895	0.0833	"GSE68465"
"NFYB"	57	2.61	0.009	0.0833	"GSE68465"
"VLDLR"	28	2.61	0.00905	0.0833	"GSE68465"
"YWHAQ"	67	2.61	0.00909	0.0834	"GSE68465"
"POFUT1"	51	2.6	0.0092	0.0839	"GSE68465"
"SMC1A"	67	2.6	0.00929	0.0843	"GSE68465"
"PHB2"	139	2.6	0.00935	0.0847	"GSE68465"
"ASF1A"	90	2.59	0.00946	0.085	"GSE68465"
"MNAT1"	60	2.59	0.00952	0.085	"GSE68465"
"UBE2L3"	129	2.59	0.00952	0.085	"GSE68465"
"APEX1"	96	2.59	0.00967	0.0855	"GSE68465"
"U2AF2"	34	2.59	0.0097	0.0855	"GSE68465"
"CBX3"	197	2.58	0.00981	0.0855	"GSE68465"
"EIF4EBP1"	112	2.58	0.00982	0.0855	"GSE68465"
"HACD3"	76	2.58	0.00982	0.0855	"GSE68465"
"HIRA"	53	2.58	0.00999	0.0855	"GSE68465"
"RHEB"	64	2.57	0.0101	0.0861	"GSE68465"
"TAF5"	51	2.57	0.0101	0.0862	"GSE68465"
"SDHB"	236	2.57	0.0102	0.0866	"GSE68465"
"SND1"	118	2.56	0.0103	0.0873	"GSE68465"
"CGGBP1"	32	2.56	0.0104	0.0873	"GSE68465"
"TBPL1"	68	2.56	0.0104	0.0873	"GSE68465"
"TLK2"	45	2.55	0.0107	0.0892	"GSE68465"
"PHF10"	26	2.55	0.0109	0.0897	"GSE68465"
"ITGB3BP"	64	2.53	0.0114	0.0932	"GSE68465"
"MAPK6"	91	2.53	0.0115	0.0936	"GSE68465"
"MRPL12"	225	2.53	0.0115	0.0939	"GSE68465"
"POLR2K"	52	2.52	0.0118	0.0955	"GSE68465"
"GPHN"	57	2.52	0.0119	0.0958	"GSE68465"
"RBM15"	38	2.51	0.012	0.0962	"GSE68465"
"NEDD8"	104	2.5	0.0124	0.0983	"GSE68465"
"RAB22A"	67	2.49	0.0126	0.1	"GSE68465"
"E2F3"	42	2.49	0.0127	0.1	"GSE68465"
"GAL"	73	2.49	0.0127	0.1	"GSE68465"
"TFDP2"	42	2.49	0.0127	0.1	"GSE68465"
"RC3H2"	39	2.49	0.0128	0.101	"GSE68465"
"MED6"	80	2.47	0.0136	0.106	"GSE68465"
"IRAK1"	62	2.45	0.0143	0.111	"GSE68465"
"MED1"	38	2.45	0.0145	0.112	"GSE68465"
"AHCTF1"	44	2.44	0.0148	0.114	"GSE68465"
"CARS"	43	2.43	0.0149	0.114	"GSE68465"
"DAP3"	108	2.43	0.0149	0.114	"GSE68465"
"MXI1"	27	2.42	0.0153	0.117	"GSE68465"
"RPL6"	86	2.42	0.0156	0.119	"GSE68465"
"PDAP1"	61	2.42	0.0157	0.119	"GSE68465"
"TDG"	79	2.41	0.0158	0.119	"GSE68465"
"EBP"	84	2.41	0.0159	0.119	"GSE68465"
"PITX1"	42	2.41	0.0159	0.119	"GSE68465"
"WSB2"	29	2.41	0.016	0.119	"GSE68465"
"CEBPG"	48	2.41	0.0161	0.12	"GSE68465"
"CTNNAL1"	32	2.39	0.0168	0.124	"GSE68465"
"FAF1"	106	2.39	0.0169	0.124	"GSE68465"
"CHD7"	60	2.39	0.017	0.125	"GSE68465"
"MYC"	102	2.38	0.0171	0.125	"GSE68465"
"ZC3H15"	334	2.38	0.0172	0.125	"GSE68465"
"VCP"	83	2.38	0.0173	0.126	"GSE68465"
"CDC5L"	44	2.38	0.0174	0.126	"GSE68465"
"PREB"	146	2.37	0.0178	0.128	"GSE68465"
"BAZ1B"	84	2.36	0.0182	0.13	"GSE68465"
"MAP2K1"	74	2.36	0.0185	0.131	"GSE68465"
"DNAJA1"	51	2.35	0.0186	0.132	"GSE68465"
"GOLT1B"	86	2.35	0.0187	0.132	"GSE68465"
"SUZ12"	37	2.35	0.0188	0.133	"GSE68465"
"CEBPZ"	40	2.35	0.019	0.133	"GSE68465"
"TFRC"	47	2.34	0.0191	0.134	"GSE68465"
"ZIC1"	35	2.34	0.0193	0.134	"GSE68465"
"BZW1"	84	2.33	0.0196	0.135	"GSE68465"
"YAF2"	36	2.33	0.0199	0.136	"GSE68465"
"PRMT1"	109	2.33	0.0199	0.136	"GSE68465"
"HDGF"	69	2.32	0.0206	0.139	"GSE68465"
"NAE1"	143	2.31	0.0206	0.139	"GSE68465"
"PRDX3"	94	2.31	0.0208	0.14	"GSE68465"
"ARL1"	93	2.31	0.0208	0.14	"GSE68465"
"PRDX4"	107	2.31	0.0211	0.141	"GSE68465"
"TRIM32"	50	2.3	0.0212	0.141	"GSE68465"
"SNW1"	96	2.3	0.0217	0.143	"GSE68465"
"HSP90AB1"	102	2.29	0.0218	0.143	"GSE68465"
"ZFP64"	57	2.28	0.0223	0.145	"GSE68465"
"SOD1"	83	2.28	0.0226	0.146	"GSE68465"
"GTF2E1"	51	2.27	0.0229	0.148	"GSE68465"
"SMC3"	204	2.27	0.0231	0.148	"GSE68465"
"GMFB"	99	2.27	0.0232	0.148	"GSE68465"
"TIAL1"	42	2.27	0.0233	0.149	"GSE68465"
"XRCC6"	127	2.26	0.0238	0.152	"GSE68465"
"YARS"	107	2.26	0.0241	0.153	"GSE68465"
"ARHGAP19"	83	2.24	0.0248	0.157	"GSE68465"
"GSPT1"	72	2.24	0.0249	0.157	"GSE68465"
"CIZ1"	99	2.24	0.0251	0.158	"GSE68465"
"HIC2"	78	2.24	0.0252	0.158	"GSE68465"
"DNAJB6"	28	2.24	0.0253	0.158	"GSE68465"
"ELP5"	74	2.23	0.0259	0.16	"GSE68465"
"ZNF706"	59	2.22	0.0262	0.16	"GSE68465"
"ZNF207"	71	2.22	0.0262	0.16	"GSE68465"
"MAPK1"	63	2.22	0.0262	0.16	"GSE68465"
"YWHAB"	37	2.22	0.0264	0.161	"GSE68465"
"MYBL1"	54	2.22	0.0265	0.161	"GSE68465"
"RBM14"	46	2.22	0.0267	0.161	"GSE68465"
"ELP4"	87	2.22	0.0267	0.161	"GSE68465"
"WDR77"	57	2.21	0.0271	0.162	"GSE68465"
"MAVS"	45	2.21	0.0272	0.163	"GSE68465"
"HMGXB4"	35	2.21	0.0273	0.163	"GSE68465"
"JMJD6"	70	2.2	0.0276	0.164	"GSE68465"
"RNF138"	62	2.2	0.0278	0.164	"GSE68465"
"RGS20"	77	2.2	0.0279	0.164	"GSE68465"
"DRAP1"	225	2.2	0.0281	0.164	"GSE68465"
"GTF2E2"	59	2.19	0.0284	0.165	"GSE68465"
"BRD7"	68	2.19	0.0286	0.166	"GSE68465"
"STK25"	77	2.19	0.0288	0.167	"GSE68465"
"NONO"	88	2.17	0.0301	0.172	"GSE68465"
"NPM1"	135	2.17	0.0303	0.173	"GSE68465"
"TBP"	34	2.15	0.0313	0.177	"GSE68465"
"GGCT"	54	2.15	0.0317	0.178	"GSE68465"
"YWHAE"	99	2.15	0.0317	0.178	"GSE68465"
"ESR1"	100	2.15	0.0319	0.178	"GSE68465"
"PARD3"	57	2.14	0.0323	0.18	"GSE68465"
"SNF8"	101	2.14	0.0323	0.18	"GSE68465"
"BAMBI"	63	2.14	0.0325	0.18	"GSE68465"
"HMGCR"	109	2.14	0.0325	0.18	"GSE68465"
"AIFM1"	144	2.13	0.0334	0.182	"GSE68465"
"RBBP7"	55	2.13	0.0334	0.182	"GSE68465"
"PPRC1"	66	2.13	0.0335	0.182	"GSE68465"
"PDK1"	124	2.13	0.0336	0.182	"GSE68465"
"PIR"	95	2.12	0.0337	0.182	"GSE68465"
"SCARB1"	115	2.12	0.0338	0.182	"GSE68465"
"POLR3K"	196	2.12	0.034	0.182	"GSE68465"
"AGK"	32	2.12	0.0342	0.183	"GSE68465"
"GNB1"	111	2.12	0.0343	0.183	"GSE68465"
"EWSR1"	31	2.11	0.0346	0.184	"GSE68465"
"CDC73"	60	2.11	0.0348	0.185	"GSE68465"
"ADNP"	54	2.1	0.0353	0.187	"GSE68465"
"RAP1GDS1"	95	2.1	0.0355	0.188	"GSE68465"
"CNBP"	69	2.1	0.0356	0.188	"GSE68465"
"CORO1C"	133	2.09	0.0362	0.19	"GSE68465"
"ASCC1"	79	2.09	0.0367	0.191	"GSE68465"
"DPF2"	101	2.09	0.0368	0.191	"GSE68465"
"E2F5"	56	2.09	0.0369	0.191	"GSE68465"
"ATF4"	67	2.09	0.037	0.191	"GSE68465"
"TRIM28"	81	2.07	0.038	0.195	"GSE68465"
"DEK"	138	2.07	0.038	0.195	"GSE68465"
"ELP3"	53	2.07	0.0382	0.196	"GSE68465"
"DFFA"	97	2.07	0.0383	0.196	"GSE68465"
"SNAPC5"	41	2.07	0.0388	0.198	"GSE68465"
"TAF4"	56	2.06	0.0393	0.2	"GSE68465"
"ZBED4"	32	2.06	0.0396	0.201	"GSE68465"
"TFG"	77	2.06	0.0397	0.201	"GSE68465"
"CDK7"	57	2.06	0.0398	0.201	"GSE68465"
"CDH2"	96	2.05	0.0402	0.202	"GSE68465"
"RINT1"	31	2.05	0.0403	0.202	"GSE68465"
"ESF1"	46	2.05	0.0404	0.203	"GSE68465"
"ENO1"	145	2.04	0.0409	0.204	"GSE68465"
"PSMC3"	181	2.04	0.0409	0.204	"GSE68465"
"TGS1"	25	2.04	0.041	0.204	"GSE68465"
"GNAI3"	109	2.04	0.0413	0.205	"GSE68465"
"FADD"	167	2.03	0.042	0.209	"GSE68465"
"KDM1A"	137	2.03	0.0425	0.21	"GSE68465"
"SRPK2"	54	2.02	0.0429	0.211	"GSE68465"
"XPO1"	164	2.02	0.0431	0.212	"GSE68465"
"SLC9A3R1"	41	2.02	0.0435	0.212	"GSE68465"
"MED20"	51	2.02	0.0437	0.213	"GSE68465"
"NOC2L"	131	2.01	0.0445	0.215	"GSE68465"
"HSPA5"	48	2.01	0.0448	0.215	"GSE68465"
"SIVA1"	161	2.01	0.0448	0.215	"GSE68465"
"NDUFS4"	75	2.01	0.0449	0.215	"GSE68465"
"KDM3A"	42	2.01	0.045	0.215	"GSE68465"
"RPS27A"	80	2	0.0451	0.215	"GSE68465"
"BAX"	26	2	0.0452	0.216	"GSE68465"
"PRDX1"	74	2	0.0453	0.216	"GSE68465"
"YEATS2"	31	2	0.0454	0.216	"GSE68465"
"POLE"	99	2	0.0454	0.216	"GSE68465"
"PEG10"	69	1.99	0.046	0.218	"GSE68465"
"ASH2L"	62	1.99	0.0462	0.218	"GSE68465"
"MTDH"	63	1.99	0.0462	0.218	"GSE68465"
"TFAP2A"	61	1.99	0.0462	0.218	"GSE68465"
"CRKL"	96	1.99	0.0465	0.219	"GSE68465"
"PMAIP1"	69	1.98	0.0475	0.221	"GSE68465"
"TFCP2"	91	1.98	0.0476	0.222	"GSE68465"
"CSNK2A1"	92	1.97	0.0483	0.223	"GSE68465"
"CTCF"	49	1.97	0.0485	0.223	"GSE68465"
"SDHA"	50	1.97	0.0485	0.223	"GSE68465"
"HSP90AA1"	84	1.96	0.0494	0.225	"GSE68465"
"TFB2M"	90	1.96	0.0496	0.225	"GSE68465"
"NLE1"	177	1.96	0.0496	0.225	"GSE68465"
"FOXD1"	46	1.96	0.0502	0.227	"GSE68465"
"PCBP1"	173	1.96	0.0503	0.228	"GSE68465"
"PUF60"	91	1.96	0.0505	0.228	"GSE68465"
"COPS5"	97	1.95	0.0517	0.232	"GSE68465"
"MYB"	44	1.95	0.0517	0.232	"GSE68465"
"DNMT1"	67	1.94	0.0521	0.234	"GSE68465"
"DIABLO"	73	1.94	0.0527	0.236	"GSE68465"
"FUBP3"	47	1.93	0.0535	0.238	"GSE68465"
"AATF"	128	1.93	0.0536	0.238	"GSE68465"
"PSMD9"	105	1.93	0.0536	0.238	"GSE68465"
"ADM"	69	1.93	0.0538	0.238	"GSE68465"
"POT1"	99	1.93	0.0541	0.239	"GSE68465"
"U2AF1"	48	1.92	0.0544	0.24	"GSE68465"
"HINT1"	83	1.92	0.0545	0.24	"GSE68465"
"CALR"	57	1.92	0.0547	0.24	"GSE68465"
"ERO1A"	73	1.92	0.0549	0.24	"GSE68465"
"TMX1"	93	1.92	0.0549	0.24	"GSE68465"
"TERF1"	28	1.91	0.0558	0.243	"GSE68465"
"NKRF"	26	1.91	0.0565	0.245	"GSE68465"
"PLAA"	27	1.9	0.0569	0.247	"GSE68465"
"NAA15"	47	1.9	0.0571	0.247	"GSE68465"
"HMGN1"	45	1.9	0.0572	0.247	"GSE68465"
"CDK5"	223	1.9	0.0572	0.247	"GSE68465"
"PFN1"	88	1.9	0.0577	0.248	"GSE68465"
"RAB7A"	70	1.89	0.0581	0.249	"GSE68465"
"CHAF1B"	74	1.89	0.0586	0.251	"GSE68465"
"MED8"	78	1.89	0.059	0.252	"GSE68465"
"HDAC1"	36	1.89	0.0591	0.252	"GSE68465"
"CPS1"	91	1.89	0.0592	0.252	"GSE68465"
"CBX5"	69	1.89	0.0593	0.252	"GSE68465"
"MEN1"	164	1.88	0.0596	0.252	"GSE68465"
"DEF8"	87	1.88	0.0597	0.252	"GSE68465"
"NEDD4"	32	1.88	0.0601	0.253	"GSE68465"
"CSNK2B"	173	1.87	0.0608	0.255	"GSE68465"
"RAD21"	79	1.87	0.0611	0.256	"GSE68465"
"MYBL2"	196	1.87	0.0613	0.256	"GSE68465"
"CNOT1"	38	1.87	0.0618	0.257	"GSE68465"
"CHRNA5"	61	1.87	0.0619	0.257	"GSE68465"
"NUP62"	65	1.87	0.0619	0.257	"GSE68465"
"ELP1"	140	1.86	0.0623	0.257	"GSE68465"
"THAP12"	35	1.86	0.0629	0.259	"GSE68465"
"STK24"	79	1.85	0.0639	0.262	"GSE68465"
"CHAF1A"	85	1.85	0.064	0.262	"GSE68465"
"CARHSP1"	70	1.85	0.0641	0.262	"GSE68465"
"FKBP1A"	122	1.85	0.0643	0.263	"GSE68465"
"MYBBP1A"	65	1.84	0.0655	0.265	"GSE68465"
"NBN"	43	1.84	0.0655	0.265	"GSE68465"
"TRAIP"	29	1.84	0.0659	0.266	"GSE68465"
"SEPT9"	34	1.84	0.0662	0.267	"GSE68465"
"FANCE"	46	1.84	0.0663	0.267	"GSE68465"
"ARF3"	84	1.83	0.0668	0.268	"GSE68465"
"DNAJA3"	139	1.83	0.0671	0.268	"GSE68465"
"RBM15B"	33	1.83	0.0674	0.268	"GSE68465"
"PLD1"	43	1.83	0.0677	0.269	"GSE68465"
"RANGAP1"	139	1.83	0.0678	0.269	"GSE68465"
"CLP1"	55	1.82	0.0686	0.271	"GSE68465"
"ING1"	25	1.82	0.069	0.272	"GSE68465"
"TGIF1"	58	1.82	0.0692	0.272	"GSE68465"
"ZNF217"	34	1.82	0.0692	0.272	"GSE68465"
"FIBP"	126	1.81	0.0696	0.272	"GSE68465"
"SCML2"	44	1.81	0.0697	0.272	"GSE68465"
"TCFL5"	63	1.81	0.0698	0.272	"GSE68465"
"FNTA"	40	1.81	0.0699	0.272	"GSE68465"
"HRAS"	63	1.81	0.0699	0.272	"GSE68465"
"ECD"	42	1.81	0.07	0.272	"GSE68465"
"TAF11"	60	1.81	0.0709	0.274	"GSE68465"
"INSIG1"	44	1.8	0.0711	0.275	"GSE68465"
"GDI2"	83	1.8	0.0714	0.275	"GSE68465"
"SENP2"	54	1.8	0.0714	0.275	"GSE68465"
"CRABP1"	58	1.79	0.0728	0.28	"GSE68465"
"GTF2H5"	53	1.79	0.073	0.28	"GSE68465"
"SOX12"	92	1.79	0.0732	0.281	"GSE68465"
"ARL3"	55	1.79	0.0732	0.281	"GSE68465"
"RIPK2"	69	1.79	0.0739	0.282	"GSE68465"
"POLD1"	97	1.79	0.0739	0.282	"GSE68465"
"CDK8"	43	1.78	0.0755	0.286	"GSE68465"
"NCKIPSD"	76	1.78	0.0756	0.286	"GSE68465"
"PWP2"	127	1.78	0.0756	0.286	"GSE68465"
"THOP1"	159	1.78	0.0759	0.286	"GSE68465"
"LHX2"	27	1.77	0.0761	0.287	"GSE68465"
"TARBP2"	84	1.77	0.0766	0.287	"GSE68465"
"BID"	112	1.77	0.0769	0.288	"GSE68465"
"LOXL2"	164	1.76	0.0781	0.291	"GSE68465"
"RABIF"	89	1.76	0.0782	0.291	"GSE68465"
"PPP1R8"	104	1.76	0.0784	0.291	"GSE68465"
"RIOX1"	107	1.76	0.0787	0.292	"GSE68465"
"ADAM17"	39	1.76	0.0791	0.292	"GSE68465"
"RAB3B"	84	1.76	0.0791	0.292	"GSE68465"
"CDKN2C"	54	1.75	0.08	0.294	"GSE68465"
"HIST1H2BK"	62	1.75	0.0801	0.294	"GSE68465"
"TRIM16"	82	1.75	0.0807	0.295	"GSE68465"
"UBE2D3"	93	1.75	0.0808	0.295	"GSE68465"
"FZD10"	38	1.75	0.0808	0.295	"GSE68465"
"YY1"	38	1.74	0.0816	0.297	"GSE68465"
"DUSP9"	69	1.74	0.0816	0.297	"GSE68465"
"SUMO1"	77	1.74	0.0819	0.297	"GSE68465"
"UBE2N"	37	1.73	0.0829	0.3	"GSE68465"
"HMGN5"	49	1.73	0.0836	0.302	"GSE68465"
"SDHC"	183	1.73	0.0837	0.302	"GSE68465"
"RRAS2"	47	1.73	0.0838	0.302	"GSE68465"
"SAP30BP"	71	1.72	0.0847	0.305	"GSE68465"
"TAF12"	96	1.72	0.0849	0.305	"GSE68465"
"MTF2"	87	1.72	0.0855	0.306	"GSE68465"
"SLC20A1"	63	1.72	0.0859	0.307	"GSE68465"
"PPP1R2"	65	1.72	0.0859	0.307	"GSE68465"
"TAF2"	51	1.72	0.0859	0.307	"GSE68465"
"MED27"	130	1.72	0.086	0.307	"GSE68465"
"GTSE1"	107	1.72	0.0862	0.307	"GSE68465"
"SCG2"	56	1.71	0.0867	0.309	"GSE68465"
"OXSR1"	70	1.71	0.0877	0.311	"GSE68465"
"ADCY1"	41	1.71	0.0881	0.312	"GSE68465"
"ATG5"	52	1.7	0.0887	0.313	"GSE68465"
"FGA"	82	1.7	0.0889	0.313	"GSE68465"
"KLHL12"	60	1.7	0.0895	0.314	"GSE68465"
"RPS3"	102	1.7	0.0897	0.314	"GSE68465"
"THOC1"	39	1.7	0.09	0.315	"GSE68465"
"TXNRD1"	122	1.69	0.0903	0.316	"GSE68465"
"PRDX2"	108	1.69	0.0911	0.317	"GSE68465"
"TLE1"	26	1.69	0.0918	0.319	"GSE68465"
"PPP4C"	94	1.69	0.0919	0.319	"GSE68465"
"IGFBP3"	71	1.68	0.0929	0.322	"GSE68465"
"HMGA2"	74	1.68	0.0931	0.322	"GSE68465"
"SUPT4H1"	132	1.68	0.0938	0.323	"GSE68465"
"GNB5"	53	1.67	0.0943	0.324	"GSE68465"
"RIT1"	79	1.67	0.0945	0.324	"GSE68465"
"ICMT"	97	1.67	0.0945	0.324	"GSE68465"
"PRDM4"	31	1.67	0.0949	0.325	"GSE68465"
"MRPL28"	75	1.67	0.0954	0.326	"GSE68465"
"NRBF2"	91	1.67	0.0956	0.327	"GSE68465"
"POLR3C"	49	1.65	0.0983	0.334	"GSE68465"
"AGT"	37	1.64	0.1	0.339	"GSE68465"
"KLRC3"	42	1.64	0.102	0.342	"GSE68465"
"TRRAP"	75	1.63	0.103	0.345	"GSE68465"
"NKIRAS2"	85	1.63	0.104	0.346	"GSE68465"
"TLE3"	56	1.63	0.104	0.346	"GSE68465"
"ZNF365"	36	-1.63	0.104	0.347	"GSE68465"
"SH2B1"	119	-1.63	0.103	0.344	"GSE68465"
"CD40"	41	-1.63	0.102	0.343	"GSE68465"
"CD5"	27	-1.63	0.102	0.343	"GSE68465"
"SOX13"	78	-1.63	0.102	0.343	"GSE68465"
"FASLG"	59	-1.64	0.102	0.342	"GSE68465"
"AHR"	109	-1.64	0.101	0.341	"GSE68465"
"SPI1"	37	-1.64	0.101	0.34	"GSE68465"
"CELSR1"	86	-1.64	0.101	0.34	"GSE68465"
"SOCS3"	58	-1.64	0.101	0.34	"GSE68465"
"GPR183"	64	-1.64	0.101	0.34	"GSE68465"
"CLOCK"	44	-1.64	0.101	0.34	"GSE68465"
"RGS12"	64	-1.65	0.0994	0.337	"GSE68465"
"PRKCH"	30	-1.65	0.0991	0.336	"GSE68465"
"IL1B"	28	-1.65	0.099	0.336	"GSE68465"
"ARAP3"	28	-1.65	0.0981	0.334	"GSE68465"
"ID3"	53	-1.66	0.0971	0.331	"GSE68465"
"ZBTB20"	104	-1.66	0.0965	0.329	"GSE68465"
"PTPRT"	98	-1.66	0.096	0.328	"GSE68465"
"MKNK1"	27	-1.67	0.0946	0.324	"GSE68465"
"STARD8"	34	-1.67	0.0945	0.324	"GSE68465"
"EDNRB"	56	-1.67	0.0941	0.324	"GSE68465"
"ARID5B"	50	-1.68	0.0936	0.323	"GSE68465"
"CXCR2"	28	-1.68	0.0935	0.323	"GSE68465"
"TRAFD1"	49	-1.68	0.0927	0.321	"GSE68465"
"EGFR"	122	-1.69	0.092	0.319	"GSE68465"
"KIT"	172	-1.69	0.0915	0.318	"GSE68465"
"CAMK1"	71	-1.69	0.0907	0.316	"GSE68465"
"VGLL4"	46	-1.69	0.0904	0.316	"GSE68465"
"ETV1"	88	-1.7	0.0897	0.314	"GSE68465"
"TENM4"	46	-1.7	0.0894	0.314	"GSE68465"
"BNC2"	75	-1.7	0.0894	0.314	"GSE68465"
